All Method Calls (6722)

<java.util.Collection; size[]; int; org.apache.commons.collections.BoundedFifoBuffer; BoundedFifoBuffer[java.util.Collection]; void; null; coll>
<java.util.ArrayList; contains[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; contains[java.lang.Object]; boolean; null; list>
<java.util.AbstractCollection; containsAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; containsAll[java.util.Collection]; boolean; null; list>
<java.util.AbstractCollection; containsAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; containsAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; ensureCapacity[int]; void; null; list>
<java.util.ArrayList; ensureCapacity[int]; void; org.apache.commons.collections.FastArrayList; ensureCapacity[int]; void; null; temp>
<java.util.ArrayList; ensureCapacity[int]; void; org.apache.commons.collections.FastArrayList; ensureCapacity[int]; void; null; list>
<java.util.ArrayList; listIterator[]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; equals[java.lang.Object]; boolean; null; list>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; equals[java.lang.Object]; boolean; null; lo>
<java.util.ArrayList; listIterator[]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; equals[java.lang.Object]; boolean; null; list>
<java.util.List; listIterator[]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; equals[java.lang.Object]; boolean; null; lo>
<java.util.ArrayList; get[int]; java.lang.Object; org.apache.commons.collections.FastArrayList; get[int]; java.lang.Object; null; list>
<java.util.ArrayList; get[int]; java.lang.Object; org.apache.commons.collections.FastArrayList; get[int]; java.lang.Object; null; list>
<java.util.ArrayList; iterator[]; java.util.Iterator; org.apache.commons.collections.FastArrayList; hashCode[]; int; null; list>
<java.util.ArrayList; iterator[]; java.util.Iterator; org.apache.commons.collections.FastArrayList; hashCode[]; int; null; list>
<java.util.ArrayList; indexOf[java.lang.Object]; int; org.apache.commons.collections.FastArrayList; indexOf[java.lang.Object]; int; null; list>
<java.util.ArrayList; indexOf[java.lang.Object]; int; org.apache.commons.collections.FastArrayList; indexOf[java.lang.Object]; int; null; list>
<java.util.ArrayList; isEmpty[]; boolean; org.apache.commons.collections.FastArrayList; isEmpty[]; boolean; null; list>
<java.util.ArrayList; isEmpty[]; boolean; org.apache.commons.collections.FastArrayList; isEmpty[]; boolean; null; list>
<java.util.ArrayList; iterator[]; java.util.Iterator; org.apache.commons.collections.FastArrayList; iterator[]; java.util.Iterator; null; list>
<java.util.ArrayList; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.FastArrayList; lastIndexOf[java.lang.Object]; int; null; list>
<java.util.ArrayList; lastIndexOf[java.lang.Object]; int; org.apache.commons.collections.FastArrayList; lastIndexOf[java.lang.Object]; int; null; list>
<java.util.ArrayList; listIterator[]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; listIterator[]; java.util.ListIterator; null; list>
<java.util.ArrayList; listIterator[int]; java.util.ListIterator; org.apache.commons.collections.FastArrayList; listIterator[int]; java.util.ListIterator; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; remove[int]; java.lang.Object; null; list>
<java.util.ArrayList; remove[int]; java.lang.Object; org.apache.commons.collections.FastArrayList; remove[int]; java.lang.Object; null; temp>
<java.util.ArrayList; remove[int]; java.lang.Object; org.apache.commons.collections.FastArrayList; remove[int]; java.lang.Object; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; remove[java.lang.Object]; boolean; null; list>
<java.util.ArrayList; remove[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; remove[java.lang.Object]; boolean; null; temp>
<java.util.ArrayList; remove[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList; remove[java.lang.Object]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; removeAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; removeAll[java.util.Collection]; boolean; null; temp>
<java.util.ArrayList; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; removeAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; retainAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; retainAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; retainAll[java.util.Collection]; boolean; null; temp>
<java.util.ArrayList; retainAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList; retainAll[java.util.Collection]; boolean; null; list>
<java.util.ArrayList; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.FastArrayList; set[int, java.lang.Object]; java.lang.Object; null; list>
<java.util.ArrayList; set[int, java.lang.Object]; java.lang.Object; org.apache.commons.collections.FastArrayList; set[int, java.lang.Object]; java.lang.Object; null; list>
<java.util.ArrayList; size[]; int; org.apache.commons.collections.FastArrayList; size[]; int; null; list>
<java.util.ArrayList; size[]; int; org.apache.commons.collections.FastArrayList; size[]; int; null; list>
<java.util.ArrayList; subList[int, int]; java.util.List; org.apache.commons.collections.FastArrayList; subList[int, int]; java.util.List; null; list>
<java.util.ArrayList; toArray[]; java.lang.Object[]; org.apache.commons.collections.FastArrayList; toArray[]; java.lang.Object[]; null; list>
<java.util.ArrayList; toArray[]; java.lang.Object[]; org.apache.commons.collections.FastArrayList; toArray[]; java.lang.Object[]; null; list>
<java.util.ArrayList; toArray[java.lang.Object[]]; java.lang.Object[]; org.apache.commons.collections.FastArrayList; toArray[java.lang.Object[]]; java.lang.Object[]; null; list>
<java.util.ArrayList; toArray[java.lang.Object[]]; java.lang.Object[]; org.apache.commons.collections.FastArrayList; toArray[java.lang.Object[]]; java.lang.Object[]; null; list>
<java.util.AbstractCollection; toString[]; java.lang.String; org.apache.commons.collections.FastArrayList; toString[]; java.lang.String; null; list>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList; trimToSize[]; void; null; list>
<java.util.ArrayList; trimToSize[]; void; org.apache.commons.collections.FastArrayList; trimToSize[]; void; null; temp>
<java.util.ArrayList; trimToSize[]; void; org.apache.commons.collections.FastArrayList; trimToSize[]; void; null; list>
<java.util.List; subList[int, int]; java.util.List; org.apache.commons.collections.FastArrayList.SubList; get[java.util.List]; java.util.List; null; l>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; clear[]; void; null; list>
<java.util.List; clear[]; void; org.apache.commons.collections.FastArrayList.SubList; clear[]; void; null; get(temp)>
<java.util.List; clear[]; void; org.apache.commons.collections.FastArrayList.SubList; clear[]; void; null; get(expected)>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; remove[java.lang.Object]; boolean; null; list>
<java.util.List; remove[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; remove[java.lang.Object]; boolean; null; get(temp)>
<java.util.List; remove[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; remove[java.lang.Object]; boolean; null; get(expected)>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; removeAll[java.util.Collection]; boolean; null; list>
<java.util.List; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; removeAll[java.util.Collection]; boolean; null; sub>
<java.util.List; size[]; int; org.apache.commons.collections.FastArrayList.SubList; removeAll[java.util.Collection]; boolean; null; sub>
<java.util.List; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; removeAll[java.util.Collection]; boolean; null; get(expected)>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; retainAll[java.util.Collection]; boolean; null; list>
<java.util.List; retainAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; retainAll[java.util.Collection]; boolean; null; sub>
<java.util.List; size[]; int; org.apache.commons.collections.FastArrayList.SubList; retainAll[java.util.Collection]; boolean; null; sub>
<java.util.List; retainAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; retainAll[java.util.Collection]; boolean; null; get(expected)>
<java.util.List; size[]; int; org.apache.commons.collections.FastArrayList.SubList; size[]; int; null; get(expected)>
<java.util.List; size[]; int; org.apache.commons.collections.FastArrayList.SubList; size[]; int; null; get(expected)>
<java.util.List; isEmpty[]; boolean; org.apache.commons.collections.FastArrayList.SubList; isEmpty[]; boolean; null; get(expected)>
<java.util.List; isEmpty[]; boolean; org.apache.commons.collections.FastArrayList.SubList; isEmpty[]; boolean; null; get(expected)>
<java.util.List; contains[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; contains[java.lang.Object]; boolean; null; get(expected)>
<java.util.List; contains[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; contains[java.lang.Object]; boolean; null; get(expected)>
<java.util.List; containsAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; containsAll[java.util.Collection]; boolean; null; get(expected)>
<java.util.List; containsAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; containsAll[java.util.Collection]; boolean; null; get(expected)>
<java.util.List; toArray[java.lang.Object[]]; java.lang.Object[]; org.apache.commons.collections.FastArrayList.SubList; toArray[java.lang.Object[]]; java.lang.Object[]; null; get(expected)>
<java.util.List; toArray[java.lang.Object[]]; java.lang.Object[]; org.apache.commons.collections.FastArrayList.SubList; toArray[java.lang.Object[]]; java.lang.Object[]; null; get(expected)>
<java.util.List; toArray[]; java.lang.Object[]; org.apache.commons.collections.FastArrayList.SubList; toArray[]; java.lang.Object[]; null; get(expected)>
<java.util.List; toArray[]; java.lang.Object[]; org.apache.commons.collections.FastArrayList.SubList; toArray[]; java.lang.Object[]; null; get(expected)>
<java.util.List; equals[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; equals[java.lang.Object]; boolean; null; get(expected)>
<java.util.List; equals[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; equals[java.lang.Object]; boolean; null; get(expected)>
<java.util.List; hashCode[]; int; org.apache.commons.collections.FastArrayList.SubList; hashCode[]; int; null; get(expected)>
<java.util.List; hashCode[]; int; org.apache.commons.collections.FastArrayList.SubList; hashCode[]; int; null; get(expected)>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; add[java.lang.Object]; boolean; null; list>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; add[java.lang.Object]; boolean; null; get(temp)>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.FastArrayList.SubList; add[java.lang.Object]; boolean; null; get(expected)>
<java.util.ArrayList; clone[]; java.lang.Object; org.apache.commons.collections.FastArrayList.SubList; addAll[java.util.Collection]; boolean; null; list>
<java.util.List; addAll[java.util.Collection]; boolean; org.apache.commons.collections.FastArrayList.SubList; addAll[java.util.Collection]; boolean; null; get(temp)>
<java.util.Collection; size[]; int; org.apache.commons.collections.FastArrayList.SubList; addAll[java.util.Collection]; boolean; null; o>
