All Method Calls (14894)

<net.sourceforge.pmd.RuleReference; isSame[java.lang.String, java.lang.String]; boolean; net.sourceforge.pmd.RuleReference; setName[java.lang.String]; void; null; this>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; put[java.lang.Integer, java.lang.String]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; containsKey[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.util.Map; get[java.lang.Object]; java.lang.String; net.sourceforge.pmd.dfa.DataFlowNode; stringFromType[int]; java.lang.String; null; typeMap>
<java.lang.String; indexOf[int]; int; net.sourceforge.pmd.dfa.variableaccess.VariableAccess; VariableAccess[int, java.lang.String]; void; null; varName>
<java.lang.String; substring[int, int]; java.lang.String; net.sourceforge.pmd.dfa.variableaccess.VariableAccess; VariableAccess[int, java.lang.String]; void; null; varName>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccess; isDefinition[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccess; toString[]; java.lang.String; null; this>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccess; isReference[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccess; toString[]; java.lang.String; null; this>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccess; isUndefinition[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccess; toString[]; java.lang.String; null; this>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetParent[]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; compute[net.sourceforge.pmd.ast.ASTMethodDeclaration]; void; null; node>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; compute[net.sourceforge.pmd.ast.ASTMethodDeclaration]; void; null; this>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; compute[net.sourceforge.pmd.ast.ASTConstructorDeclaration]; void; null; this>
<net.sourceforge.pmd.ast.SimpleNode; getDataFlowNode[]; net.sourceforge.pmd.dfa.IDataFlowNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; node>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; this>
<java.util.List; get[int]; ; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; inode.getFlow()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; get[int]; inode>
<net.sourceforge.pmd.dfa.IDataFlowNode; setVariableAccess[java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; firstINode>
<java.util.List; get[int]; ; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; inode.getFlow()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; get[int]; inode>
<java.util.List; size[]; int; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; inode.getFlow()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; size[]; inode>
<net.sourceforge.pmd.dfa.IDataFlowNode; setVariableAccess[java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; computeNow[net.sourceforge.pmd.ast.SimpleNode]; void; null; lastINode>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; this>
<java.util.Map; entrySet[]; java.util.Set<java.util.Map.Entry<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; declarations>
<java.util.Map$Entry; getKey[]; net.sourceforge.pmd.symboltable.VariableNameDeclaration; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; entry>
<net.sourceforge.pmd.symboltable.VariableNameDeclaration; getAccessNodeParent[]; net.sourceforge.pmd.ast.AccessNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; vnd>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTVariableInitializer>]; net.sourceforge.pmd.ast.ASTVariableInitializer; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; vnd.getAccessNodeParent()>
<net.sourceforge.pmd.symboltable.VariableNameDeclaration; getAccessNodeParent[]; net.sourceforge.pmd.ast.AccessNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTVariableInitializer>]; vnd>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addVariableAccess[net.sourceforge.pmd.ast.SimpleNode, net.sourceforge.pmd.dfa.variableaccess.VariableAccess, java.util.List]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; this>
<net.sourceforge.pmd.symboltable.AbstractNameDeclaration; getNode[]; net.sourceforge.pmd.ast.SimpleNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; vnd>
<net.sourceforge.pmd.symboltable.AbstractNameDeclaration; getImage[]; java.lang.String; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; vnd>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; inode>
<java.util.List; add[net.sourceforge.pmd.dfa.variableaccess.VariableAccess]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; undefinitions>
<net.sourceforge.pmd.symboltable.AbstractNameDeclaration; getImage[]; java.lang.String; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; vnd>
<java.util.Map$Entry; getValue[]; java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; entry>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; markUsages[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.List<net.sourceforge.pmd.dfa.variableaccess.VariableAccess>; null; this>
<java.util.List; size[]; int; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; null; inode.getFlow()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; size[]; inode>
<java.util.List; get[int]; ; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; null; inode.getFlow()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; get[int]; inode>
<net.sourceforge.pmd.symboltable.Scope; getVariableDeclarations[]; java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; null; n.getSimpleNode().getScope()>
<net.sourceforge.pmd.ast.SimpleNode; getScope[]; net.sourceforge.pmd.symboltable.Scope; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; getVariableDeclarations[]; n.getSimpleNode()>
<net.sourceforge.pmd.dfa.IDataFlowNode; getSimpleNode[]; net.sourceforge.pmd.ast.SimpleNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; getScope[]; n>
<java.util.Set; contains[java.lang.Object]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; null; decls>
<java.util.Set; add[java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; collectDeclarations[net.sourceforge.pmd.dfa.IDataFlowNode]; java.util.Set<java.util.Map<net.sourceforge.pmd.symboltable.VariableNameDeclaration,java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>>>; null; decls>
<net.sourceforge.pmd.symboltable.NameOccurrence; isOnLeftHandSide[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addVariableAccess[net.sourceforge.pmd.ast.SimpleNode, net.sourceforge.pmd.dfa.variableaccess.VariableAccess, java.util.List]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; this>
<net.sourceforge.pmd.symboltable.NameOccurrence; getLocation[]; net.sourceforge.pmd.ast.SimpleNode; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.symboltable.NameOccurrence; getImage[]; java.lang.String; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.dfa.IDataFlowNode; getFlow[]; java.util.List<? extends net.sourceforge.pmd.dfa.IDataFlowNode>; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; inode>
<net.sourceforge.pmd.symboltable.NameOccurrence; isOnRightHandSide[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.symboltable.NameOccurrence; isOnLeftHandSide[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.symboltable.NameOccurrence; isOnRightHandSide[]; boolean; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; occurrence>
<net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addVariableAccess[net.sourceforge.pmd.ast.SimpleNode, net.sourceforge.pmd.dfa.variableaccess.VariableAccess, java.util.List]; void; net.sourceforge.pmd.dfa.variableaccess.VariableAccessVisitor; addAccess[net.sourceforge.pmd.symboltable.NameOccurrence, net.sourceforge.pmd.dfa.IDataFlowNode]; void; null; this>
